,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
14459,Phantogram,Black Out Days,Voices,album,0.54,0.80,4.00,-3.63,0.04,0.01,0.02,0.09,0.43,92.23,227160.00
14460,Phantogram,Black Out Days - Future Islands Remix,Black Out Days (Future Islands Remix),single,0.48,0.48,4.00,-9.41,0.04,0.00,0.78,0.16,0.12,170.03,248347.00
14461,Phantogram,Black Out Days - Sped Up,Black Out Days (Sped Up),single,0.59,0.85,6.00,-4.11,0.04,0.01,0.21,0.07,0.52,115.27,181585.00
14462,Phantogram,Black Out Days - Future Islands Remix (Slowed),Black Out Days [Future Islands Remix (Slowed)],single,0.54,0.40,9.00,-10.88,0.03,0.00,0.73,0.08,0.09,142.85,214395.00
14463,Phantogram,When I'm Small,Eyelid Movies,album,0.65,0.76,10.00,-4.34,0.03,0.19,0.10,0.10,0.42,92.00,249067.00
14464,Phantogram,Don't Move,Nightlife,single,0.56,0.64,5.00,-5.21,0.03,0.00,0.01,0.20,0.48,99.98,258187.00
14465,Phantogram,Moneymaker - Phantogram Remix,Moneymaker (Phantogram Remix),single,0.65,0.90,10.00,-3.27,0.10,0.01,0.09,0.14,0.91,167.98,194539.00
14466,Phantogram,Cruel World,Three,album,0.56,0.45,0.00,-6.55,0.03,0.00,0.00,0.38,0.20,80.04,177693.00
14467,Phantogram,Fall In Love,Voices,album,0.34,0.86,2.00,-3.19,0.11,0.05,0.00,0.20,0.27,188.05,223227.00
14468,Phantogram,You Don’t Get Me High Anymore,Three,album,0.50,0.95,7.00,-4.63,0.05,0.00,0.00,0.54,0.74,97.97,219507.00
14469,Kid Ink,Show Me (feat. Chris Brown),My Own Lane (Expanded Edition),album,0.71,0.51,7.00,-7.30,0.05,0.04,0.00,0.14,0.66,98.10,217800.00
14470,Kid Ink,Main Chick (feat. Chris Brown),My Own Lane (Expanded Edition),album,0.78,0.50,10.00,-5.65,0.04,0.04,0.00,0.53,0.20,95.07,197813.00
14471,Kid Ink,Promise (feat. Fetty Wap),Summer In The Winter,album,0.80,0.47,8.00,-8.11,0.06,0.06,0.00,0.08,0.48,103.06,224240.00
14472,Kid Ink,Be Real (feat. DeJ Loaf),Full Speed,album,0.76,0.61,9.00,-5.46,0.09,0.12,0.00,0.14,0.39,99.93,206760.00
14473,Kid Ink,Hell & Back,Up & Away,album,0.60,0.55,8.00,-6.96,0.10,0.34,0.00,0.11,0.34,134.04,250558.00
14474,Kid Ink,Big Burna,Big Burna,single,0.62,0.67,8.00,-8.17,0.21,0.00,0.00,0.13,0.85,129.26,162850.00
14475,Kid Ink,Ride Out,Furious 7: Original Motion Picture Soundtrack,compilation,0.70,0.80,5.00,-5.64,0.10,0.05,0.00,0.50,0.54,93.00,211909.00
14476,Kid Ink,Body Language (feat. Usher & Tinashe),Full Speed,album,0.88,0.53,5.00,-5.77,0.04,0.02,0.00,0.10,0.26,99.02,206280.00
14477,Kid Ink,Mykonos Flow,Mykonos Flow,single,0.70,0.76,7.00,-4.93,0.03,0.06,0.00,0.21,0.63,92.03,149367.00
14478,Kid Ink,Ride With Me (feat. Kid Ink),Ride With Me (feat. Kid Ink),single,0.62,0.89,7.00,-2.17,0.04,0.09,0.00,0.36,0.47,149.93,169500.00
14479,Nakash Aziz,Boss Party,"Boss Party (From ""Waltair Veerayya"")",single,0.90,0.82,7.00,-5.36,0.24,0.04,0.00,0.26,0.64,143.91,200208.00
14480,Nakash Aziz,"Current Laga Re (From ""Cirkus"")","Current Laga Re (From ""Cirkus"")",single,0.50,0.97,0.00,-3.07,0.39,0.28,0.00,0.07,0.41,151.03,226500.00
14481,Nakash Aziz,"Ra Ra Rakkamma (From ""Vikrant Rona"")","Ra Ra Rakkamma (From ""Vikrant Rona"")",single,0.83,0.96,7.00,-5.86,0.10,0.52,0.00,0.09,0.36,130.01,218418.00
14482,Nakash Aziz,"Mass Raja (From ""Dhamaka"")","Mass Raja (From ""Dhamaka"")",single,0.45,0.97,1.00,-2.11,0.26,0.22,0.00,0.32,0.51,74.79,222400.00
14483,Nakash Aziz,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],album,0.82,0.93,11.00,-2.98,0.25,0.33,0.00,0.66,0.83,113.99,252632.00
14484,Nakash Aziz,Eyy Bidda Idhi Naa Adda,Pushpa - The Rise,single,0.73,0.86,0.00,-5.85,0.17,0.20,0.00,0.03,0.66,87.47,236057.00
14485,Nakash Aziz,"Cutiepie (From ""Ae Dil Hai Mushkil"")",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],album,0.80,0.93,0.00,-3.23,0.07,0.25,0.00,0.24,0.95,128.00,231562.00
14486,Nakash Aziz,Pungi,Agent Vinod,album,0.94,0.93,10.00,-2.69,0.08,0.24,0.00,0.03,0.71,122.99,247827.00
14487,Nakash Aziz,Vaaram - First Look Somavaaram,Chal Mohan Ranga (Original Motion Picture Soundtrack),single,0.51,0.80,4.00,-7.28,0.10,0.36,0.00,0.54,0.75,81.80,235520.00
14488,Haftbefehl,69,Deutschrap Hits,compilation,0.71,0.72,0.00,-5.11,0.36,0.35,0.00,0.13,0.29,124.38,222767.00
14489,Haftbefehl,RADW,Das weisse Album,album,0.87,0.73,7.00,-6.53,0.47,0.31,0.00,0.36,0.50,128.06,197133.00
14490,Haftbefehl,Chabos wissen wer der Babo ist,Deutschrap,compilation,0.52,0.98,11.00,-5.14,0.31,0.17,0.00,0.09,0.70,84.13,139909.00
14491,Haftbefehl,AMADÉ IN 808,AMADÉ IN 808,single,0.70,0.60,10.00,-7.34,0.05,0.66,0.00,0.12,0.04,129.95,167100.00
14492,Haftbefehl,Dann mit der Pumpgun 2.0 (feat. Azad & Kool Savas),Mainpark Baby,album,0.68,0.79,1.00,-5.50,0.31,0.09,0.00,0.37,0.63,90.01,199607.00
14493,Haftbefehl,Geruch von Koks (feat. Paula Hartmann),Mainpark Baby,album,0.55,0.48,6.00,-10.36,0.43,0.52,0.00,0.10,0.38,86.74,215267.00
14494,Haftbefehl,Dünner Kanack (feat. Ufo361),Mainpark Baby,album,0.64,0.50,10.00,-8.83,0.31,0.18,0.00,0.24,0.26,156.10,214105.00
14495,Haftbefehl,Tach Tach,Der Holland Job,album,0.67,0.76,5.00,-5.36,0.23,0.07,0.00,0.19,0.20,94.95,184627.00
14496,Haftbefehl,Die braune Tasche,Mainpark Baby,album,0.56,0.64,6.00,-6.61,0.25,0.20,0.00,0.08,0.24,147.99,161149.00
14497,Haftbefehl,Haft betritt den Raum,Mainpark Baby,album,0.84,0.55,8.00,-10.20,0.47,0.12,0.01,0.14,0.04,151.93,166859.00
14498,Murda,Konum Gizli (feat. Murda),Konum Gizli (feat. Murda),single,0.86,0.51,10.00,-8.65,0.27,0.05,0.00,0.12,0.51,136.05,198582.00
14499,Murda,Imdat (feat. Hadise),Imdat (feat. Hadise),single,0.96,0.34,9.00,-9.29,0.13,0.46,0.00,0.06,0.96,130.01,194610.00
14500,Murda,RARRii,RARRii,single,0.89,0.55,1.00,-7.80,0.13,0.31,0.00,0.08,0.90,100.04,167373.00
14501,Murda,Bi Sonraki Hayatımda Gel,Made In Turkey,album,0.93,0.45,8.00,-4.49,0.14,0.03,0.00,0.10,0.74,103.98,167350.00
14502,Murda,Bela,Bela,single,0.81,0.71,9.00,-5.18,0.15,0.16,0.00,0.10,0.53,95.07,182189.00
14503,Murda,Gece Gündüz,Gece Gündüz,single,0.83,0.58,10.00,-5.01,0.16,0.02,0.00,0.12,0.30,149.97,182400.00
14504,Murda,Tarif,Tarif,single,0.67,0.49,0.00,-10.90,0.30,0.12,0.00,0.16,0.40,98.92,158988.00
14505,Murda,Salt Bae,Salt Bae,single,0.73,0.55,0.00,-7.16,0.41,0.14,0.00,0.12,0.71,139.95,174204.00
14506,Murda,Shutdown,Reset The Levels III,album,0.89,0.52,0.00,-5.78,0.17,0.07,0.00,0.12,0.77,107.99,216862.00
14507,Murda,Class,Plenty Bars - EP,single,0.85,0.63,11.00,-7.25,0.29,0.01,0.00,0.07,0.72,144.02,133708.00
14508,fun.,We Are Young (feat. Janelle Monáe),Some Nights,album,0.38,0.64,10.00,-5.58,0.08,0.02,0.00,0.08,0.74,184.09,250627.00
14509,fun.,Some Nights,Some Nights,album,0.67,0.74,0.00,-7.05,0.05,0.02,0.00,0.09,0.39,107.94,277040.00
14510,fun.,Carry On,Some Nights,album,0.39,0.69,5.00,-5.77,0.07,0.12,0.00,0.08,0.37,145.43,278373.00
14511,fun.,C'mon - Single Version,C'mon,single,0.38,0.49,0.00,-7.03,0.04,0.04,0.00,0.08,0.34,127.10,214431.00
14512,fun.,Sight of the Sun - Single Version,Sight of the Sun,single,0.63,0.70,11.00,-5.25,0.03,0.03,0.00,0.09,0.52,92.05,210373.00
14513,fun.,The Gambler,Aim and Ignite (Deluxe Version),album,0.61,0.30,10.00,-7.57,0.03,0.94,0.00,0.11,0.46,99.93,251267.00
14514,fun.,All The Pretty Girls,Aim and Ignite (Deluxe Version),album,0.65,0.79,0.00,-4.65,0.06,0.26,0.00,0.20,0.77,131.04,202893.00
14515,fun.,Sleigh Ride,Holidays Rule,compilation,0.56,0.73,0.00,-6.28,0.03,0.13,0.00,0.09,0.38,100.04,217000.00
14516,fun.,Be Calm,Aim and Ignite (Deluxe Version),album,0.43,0.52,11.00,-6.51,0.04,0.15,0.00,0.19,0.31,130.07,249813.00
14517,fun.,Why Am I the One,Some Nights,album,0.41,0.50,6.00,-7.16,0.05,0.44,0.00,0.60,0.50,82.16,286707.00
14518,Mikky Ekko,"Who Are You, Really?",Reds,single,0.64,0.73,10.00,-6.22,0.05,0.00,0.00,0.08,0.72,143.96,147000.00
14519,Mikky Ekko,We Must Be Killers,We Must Be Killers,single,0.55,0.27,4.00,-12.11,0.03,0.47,0.00,0.10,0.07,124.00,199200.00
14520,Mikky Ekko,Smile,Time (Spotify Exclusive),album,0.33,0.63,10.00,-7.71,0.06,0.11,0.00,0.12,0.26,150.92,207253.00
14521,Mikky Ekko,Time,Time (Spotify Exclusive),album,0.48,0.28,6.00,-11.75,0.03,0.26,0.00,0.11,0.15,122.36,254293.00
14522,Mikky Ekko,Cherish You,FAME,album,0.64,0.57,0.00,-7.41,0.04,0.02,0.00,0.31,0.12,102.69,264308.00
14523,Mikky Ekko,Feels Like The End,Feels Like The End,single,0.15,0.32,5.00,-10.20,0.04,0.69,0.11,0.18,0.05,52.74,273560.00
14524,Mikky Ekko,Pull Me Down,Time (Spotify Exclusive),album,0.52,0.67,3.00,-8.76,0.13,0.37,0.00,0.10,0.36,72.50,207507.00
14525,Mikky Ekko,Kids - The Chainsmokers Remix,Kids Remix EP,single,0.61,0.57,3.00,-7.85,0.03,0.00,0.00,0.21,0.18,126.02,289520.00
14526,Mikky Ekko,Kids,Kids,single,0.53,0.69,8.00,-8.24,0.03,0.00,0.02,0.09,0.17,93.00,203733.00
14527,Mikky Ekko,U,Time (Spotify Exclusive),album,0.66,0.65,7.00,-8.01,0.05,0.22,0.00,0.11,0.54,120.03,237773.00
14528,Maher Zain,Rahmatun Lil'Alameen,Rahmatun Lil'Alameen,single,0.47,0.55,7.00,-4.66,0.03,0.40,0.00,0.09,0.42,91.95,230720.00
14529,Maher Zain,Sepanjang Hidup - For the Rest of My Life Malay Version,Thank You Allah (Malay Version),album,0.62,0.67,9.00,-4.97,0.04,0.72,0.00,0.25,0.41,112.63,235027.00
14530,Maher Zain,For the Rest of My Life,Thank You Allah (Turkish Version),album,0.61,0.64,9.00,-6.17,0.04,0.65,0.00,0.17,0.33,113.01,231987.00
14531,Maher Zain,Baraka Allahu Lakuma,Thank You Allah (Turkish Version),album,0.68,0.80,8.00,-4.64,0.05,0.36,0.00,0.11,0.65,98.01,267840.00
14532,Maher Zain,Ya Nabi Salam Alayka,Thank You Allah (Turkish Version),album,0.39,0.68,11.00,-4.12,0.04,0.47,0.00,0.32,0.65,176.16,296947.00
14533,Maher Zain,Dima Maghreb,Dima Maghreb,single,0.40,0.76,0.00,-8.08,0.18,0.15,0.00,0.86,0.78,60.99,112131.00
14534,Maher Zain,Radhitu Billahi Rabba - Vocals Only - No Music,Forgive Me (Vocals Only - No Music Version),album,0.38,0.30,1.00,-10.83,0.03,0.85,0.00,0.20,0.56,154.90,251258.00
14535,Maher Zain,Allahi Allah Kiya Karo - Vocals Only Version,Thank You Allah (Vocals Only - No Music Version),album,0.50,0.29,7.00,-9.28,0.03,0.93,0.00,0.18,0.58,167.57,220961.00
14536,Maher Zain,Ya Nabi Salam Alayka - Vocals Only Version,Thank You Allah (Vocals Only - No Music Version),album,0.50,0.30,11.00,-7.98,0.03,0.86,0.00,0.13,0.46,87.97,293492.00
14537,Maher Zain,Peace Be Upon You,One,album,0.49,0.37,9.00,-7.09,0.03,0.91,0.00,0.14,0.50,114.17,271397.00
14538,Mac Miller,The Spins,K.I.D.S.,album,0.79,0.77,9.00,-3.89,0.04,0.01,0.00,0.08,0.55,127.01,195873.00
14539,Mac Miller,Love Lost,"I Love Life, Thank You",album,0.74,0.81,2.00,-4.42,0.15,0.53,0.00,0.19,0.58,109.84,162876.00
14540,Mac Miller,Self Care,Swimming,album,0.52,0.54,1.00,-8.11,0.21,0.37,0.00,0.12,0.18,141.89,345133.00
14541,Mac Miller,Small Worlds,Swimming,album,0.52,0.55,5.00,-9.11,0.25,0.81,0.00,0.10,0.52,78.27,271733.00
14542,Mac Miller,Weekend (feat. Miguel),GO:OD AM,album,0.84,0.44,8.00,-8.44,0.18,0.47,0.00,0.15,0.19,120.06,208080.00
14543,Mac Miller,Congratulations (feat. Bilal),The Divine Feminine,album,0.47,0.23,4.00,-12.64,0.05,0.95,0.00,0.18,0.21,57.75,256427.00
14544,Mac Miller,Blue World,Circles,album,0.74,0.55,8.00,-8.98,0.42,0.39,0.00,0.07,0.51,84.93,209440.00
14545,Mac Miller,Good News,Circles,album,0.79,0.32,1.00,-12.92,0.17,0.85,0.13,0.11,0.24,174.09,342040.00
14546,Mac Miller,Come Back to Earth,Swimming,album,0.27,0.24,2.00,-12.15,0.03,0.89,0.01,0.28,0.12,83.51,161840.00
14547,Mac Miller,My Favorite Part,The Divine Feminine,album,0.86,0.33,6.00,-7.19,0.05,0.63,0.00,0.14,0.72,95.02,216000.00
14548,Kendrick Lamar,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,album,0.70,0.63,8.00,-4.95,0.06,0.06,0.00,0.09,0.55,96.92,232187.00
14549,Kendrick Lamar,HUMBLE.,DAMN.,album,0.91,0.62,1.00,-6.64,0.10,0.00,0.00,0.10,0.42,150.01,177000.00
14550,Kendrick Lamar,LOVE. FEAT. ZACARI.,DAMN.,album,0.80,0.59,10.00,-7.34,0.09,0.26,0.00,0.15,0.78,126.06,213400.00
14551,Kendrick Lamar,PRIDE.,DAMN.,album,0.67,0.54,4.00,-7.06,0.06,0.08,0.00,0.15,0.37,138.84,275253.00
14552,Kendrick Lamar,N95,Mr. Morale & The Big Steppers,album,0.79,0.67,1.00,-5.53,0.11,0.38,0.00,0.12,0.41,139.96,195950.00
14553,Kendrick Lamar,Pray For Me,The Highlights,compilation,0.73,0.68,2.00,-4.98,0.09,0.09,0.00,0.11,0.20,100.63,211421.00
14554,Kendrick Lamar,family ties (with Kendrick Lamar),The Melodic Blue,album,0.71,0.61,1.00,-5.45,0.33,0.01,0.00,0.23,0.14,134.09,252262.00
14555,Kendrick Lamar,Money Trees,"good kid, m.A.A.d city",album,0.72,0.53,7.00,-7.36,0.12,0.07,0.00,0.22,0.34,71.99,386907.00
14556,Kendrick Lamar,Alright,To Pimp A Butterfly,album,0.80,0.77,7.00,-5.97,0.24,0.07,0.00,0.08,0.56,110.03,219333.00
14557,Kendrick Lamar,Die Hard,Mr. Morale & The Big Steppers,album,0.78,0.74,1.00,-8.07,0.25,0.32,0.00,0.13,0.36,100.99,239027.00
14558,BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],single,0.71,0.88,0.00,-4.22,0.04,0.16,0.00,0.44,0.34,114.99,201391.00
14559,BTS,Run BTS,Proof,album,0.72,0.82,8.00,-3.75,0.17,0.02,0.00,0.04,0.70,77.00,204940.00
14560,BTS,Left and Right (Feat. Jung Kook of BTS),CHARLIE,album,0.88,0.59,2.00,-4.90,0.03,0.62,0.00,0.09,0.72,101.06,154487.00
14561,BTS,Dynamite,BE,album,0.75,0.77,6.00,-4.41,0.10,0.01,0.00,0.09,0.74,114.04,199054.00
14562,BTS,My Universe,Music Of The Spheres,album,0.57,0.71,1.00,-6.27,0.04,0.01,0.00,0.33,0.47,105.01,226198.00
14563,BTS,Yet To Come,Proof,album,0.56,0.89,1.00,-4.52,0.19,0.04,0.00,0.33,0.68,172.03,193594.00
14564,BTS,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),single,0.76,0.86,0.00,-3.30,0.10,0.02,0.00,0.26,0.96,120.05,172714.00
14565,BTS,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,album,0.65,0.86,11.00,-4.76,0.08,0.09,0.00,0.19,0.80,119.95,229773.00
14566,BTS,Butter,Proof,album,0.76,0.46,8.00,-5.19,0.09,0.00,0.00,0.08,0.70,110.00,164952.00
14567,BTS,Permission to Dance,Permission to Dance,single,0.70,0.74,9.00,-5.33,0.04,0.01,0.00,0.34,0.65,124.93,187585.00
14568,One Direction,Night Changes,FOUR (Deluxe),album,0.67,0.52,8.00,-7.75,0.04,0.86,0.00,0.12,0.37,120.00,226600.00
14569,One Direction,What Makes You Beautiful,Up All Night,album,0.73,0.79,4.00,-2.49,0.07,0.01,0.00,0.06,0.89,124.99,199987.00
14570,One Direction,Story of My Life,Midnight Memories (Deluxe),album,0.60,0.66,3.00,-5.80,0.05,0.23,0.00,0.12,0.29,121.07,245493.00
14571,One Direction,Right Now,Midnight Memories (Deluxe),album,0.65,0.78,8.00,-5.17,0.03,0.22,0.00,0.09,0.37,120.01,200400.00
14572,One Direction,18,FOUR (Deluxe),album,0.68,0.58,6.00,-7.76,0.03,0.22,0.00,0.12,0.22,124.04,248360.00
14573,One Direction,Steal My Girl,FOUR (Deluxe),album,0.54,0.77,10.00,-5.95,0.03,0.00,0.00,0.11,0.55,77.22,228133.00
14574,One Direction,Drag Me Down,Made In The A.M. (Deluxe Edition),album,0.73,0.70,0.00,-5.67,0.04,0.11,0.00,0.07,0.60,138.11,192120.00
14575,One Direction,Perfect,Made In The A.M. (Deluxe Edition),album,0.65,0.82,2.00,-5.23,0.08,0.06,0.00,0.12,0.40,99.93,230333.00
14576,One Direction,You & I,Midnight Memories (Deluxe),album,0.57,0.33,1.00,-6.83,0.03,0.22,0.00,0.10,0.36,130.99,237933.00
14577,One Direction,Best Song Ever,Midnight Memories (Deluxe),album,0.65,0.88,1.00,-2.99,0.05,0.02,0.00,0.08,0.49,118.49,200107.00
14578,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),CHARLIE,album,0.88,0.59,2.00,-4.90,0.03,0.62,0.00,0.09,0.72,101.06,154487.00
14579,Charlie Puth,Attention,Voicenotes,album,0.78,0.61,3.00,-4.59,0.05,0.11,0.00,0.13,0.80,100.07,208787.00
14580,Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,0.69,0.48,10.00,-7.50,0.08,0.37,0.00,0.06,0.28,80.03,229526.00
14581,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,album,0.73,0.56,1.00,-8.05,0.13,0.62,0.00,0.18,0.35,100.02,217707.00
14582,Charlie Puth,Light Switch,CHARLIE,album,0.69,0.63,6.00,-5.69,0.31,0.11,0.00,0.09,0.91,184.01,187704.00
14583,Charlie Puth,Cheating on You,Cheating on You,single,0.75,0.54,4.00,-6.79,0.03,0.01,0.00,0.10,0.60,123.04,196607.00
14584,Charlie Puth,That's Hilarious,CHARLIE,album,0.71,0.44,6.00,-5.91,0.06,0.74,0.00,0.11,0.55,108.04,144934.00
14585,Charlie Puth,How Long,Voicenotes,album,0.85,0.56,1.00,-5.25,0.08,0.21,0.00,0.04,0.81,109.97,200853.00
14586,Charlie Puth,One Call Away,Nine Track Mind,album,0.67,0.61,1.00,-5.35,0.03,0.40,0.00,0.12,0.47,91.02,194453.00
14587,Charlie Puth,Loser,CHARLIE,album,0.70,0.62,8.00,-7.85,0.04,0.62,0.09,0.18,0.63,102.00,204376.00
14588,Anitta,Ai Papai,Ai Papai,single,0.73,0.97,11.00,-1.79,0.06,0.08,0.00,0.09,0.89,168.09,148049.00
14589,Anitta,Envolver,Versions of Me,album,0.81,0.74,4.00,-5.42,0.08,0.15,0.00,0.09,0.40,91.99,193806.00
14590,Anitta,La Loto,La Loto,single,0.86,0.83,1.00,-2.82,0.11,0.08,0.00,0.08,0.78,90.01,190667.00
14591,Anitta,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix","DANÇARINA (feat. Nicky Jam, MC Pedrinho) [Remix]",single,0.76,0.67,9.00,-4.40,0.07,0.16,0.00,0.09,0.61,135.03,212000.00
14592,Anitta,Downtown,Downtown,single,0.78,0.68,4.00,-4.99,0.14,0.18,0.00,0.07,0.62,166.01,193456.00
14593,Anitta,PROIBIDONA,PROIBIDONA,single,0.77,0.66,1.00,-3.57,0.06,0.08,0.00,0.11,0.43,130.96,157650.00
14594,Anitta,SIMPLY THE BEST,ELEVATION,album,0.87,0.79,1.00,-6.05,0.13,0.20,0.00,0.13,0.65,126.04,236190.00
14595,Anitta,El Que Espera,Versions of Me (Deluxe),album,0.83,0.76,9.00,-1.73,0.24,0.09,0.00,0.07,0.83,176.06,170397.00
14596,Anitta,Macetar,Macetar,single,0.85,0.62,7.00,-4.11,0.10,0.56,0.00,0.06,0.60,129.94,114462.00
14597,Anitta,Envolver Remix,Envolver Remix,single,0.82,0.82,4.00,-4.34,0.08,0.13,0.00,0.14,0.62,92.00,182863.00
14598,Labrinth,Formula,Euphoria (Original Score from the HBO Series),album,0.57,0.66,11.00,-6.07,0.04,0.04,0.06,0.15,0.23,144.65,91870.00
14599,Labrinth,Mount Everest,Imagination & the Misfit Kid,album,0.49,0.43,0.00,-7.24,0.21,0.24,0.07,0.08,0.44,87.72,157497.00
14600,Labrinth,Still Don't Know My Name,Euphoria (Original Score from the HBO Series),album,0.32,0.63,5.00,-5.96,0.12,0.47,0.26,0.21,0.31,89.64,153294.00
14601,Labrinth,Jealous,Jealous - EP,single,0.44,0.15,1.00,-8.95,0.05,0.87,0.00,0.11,0.10,116.76,287693.00
14602,Labrinth,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",album,0.60,0.62,11.00,-4.93,0.17,0.08,0.00,0.12,0.56,158.66,213707.00
14603,Labrinth,All For Us,Imagination & the Misfit Kid,album,0.46,0.66,3.00,-6.64,0.07,0.01,0.00,0.34,0.18,141.72,191710.00
14604,Labrinth,Forever,Euphoria (Original Score from the HBO Series),album,0.56,0.46,4.00,-7.78,0.03,0.92,0.72,0.11,0.20,79.98,202536.00
14605,Labrinth,When I R.I.P.,Euphoria (Original Score from the HBO Series),album,0.42,0.55,8.00,-6.46,0.17,0.73,0.00,0.09,0.44,87.61,174568.00
14606,Labrinth,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",album,0.69,0.71,7.00,-5.95,0.03,0.01,0.00,0.19,0.49,112.01,187027.00
14607,Labrinth,I’m Tired (with Zendaya) - Bonus Track,EUPHORIA SEASON 2 OFFICIAL SCORE (FROM THE HBO ORIGINAL SERIES),album,0.38,0.13,0.00,-10.62,0.04,0.65,0.00,0.07,0.19,131.72,187944.00
14608,Offset,Ric Flair Drip (with Metro Boomin),Without Warning,album,0.88,0.43,9.00,-8.28,0.21,0.15,0.00,0.11,0.33,100.01,172800.00
14609,Offset,Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,album,0.88,0.58,6.00,-6.09,0.16,0.42,0.00,0.11,0.67,120.03,232048.00
14610,Offset,Ghostface Killers (feat. Travis Scott),Without Warning,album,0.78,0.44,2.00,-7.03,0.16,0.33,0.00,0.34,0.24,83.00,268933.00
14611,Offset,Clout (feat. Cardi B),FATHER OF 4,album,0.92,0.62,1.00,-7.38,0.10,0.23,0.00,0.12,0.42,140.02,205803.00
14612,Offset,CODE (feat. Moneybagg Yo),CODE (feat. Moneybagg Yo),single,0.60,0.60,4.00,-7.02,0.12,0.05,0.00,0.17,0.34,179.49,192428.00
14613,Offset,Rap Saved Me (feat. Quavo),Without Warning,album,0.85,0.40,1.00,-7.51,0.31,0.01,0.74,0.10,0.15,143.05,257600.00
14614,Offset,Violation Freestyle,Quality Control: Control The Streets Volume 1,album,0.91,0.54,9.00,-7.79,0.30,0.41,0.00,0.18,0.27,128.02,104864.00
14615,Offset,Bulletproof Maybach (feat. Offset),It's Not Me It's You (Deluxe),album,0.70,0.58,7.00,-7.05,0.33,0.08,0.00,0.08,0.60,94.93,177074.00
14616,Offset,2 LIVE,2 LIVE,single,0.79,0.82,6.00,-2.80,0.26,0.02,0.00,0.10,0.74,168.09,149613.00
14617,Offset,Big 14 (feat. Offset & Moneybagg Yo),Big 14 (feat. Offset & Moneybagg Yo),single,0.71,0.83,1.00,-4.73,0.07,0.20,0.00,0.17,0.32,128.03,247458.00
14618,Alfredo Olivas,El Precio De La Soledad,Así Es Esto,album,0.72,0.85,10.00,-3.67,0.18,0.13,0.00,0.08,0.91,95.43,186360.00
14619,Alfredo Olivas,El Paciente,La Rueda De La Fortuna,album,0.71,0.71,3.00,-3.61,0.04,0.32,0.00,0.11,0.97,142.00,211267.00
14620,Alfredo Olivas,Yo Todo Lo Doy,ALFA & OMEGA,album,0.60,0.73,2.00,-6.69,0.14,0.31,0.00,0.30,0.80,189.96,202453.00
14621,Alfredo Olivas,Me Tocó Morir,Sigan Hablando,album,0.72,0.62,0.00,-3.69,0.05,0.42,0.00,0.11,0.97,150.08,144640.00
14622,Alfredo Olivas,El Vals Del Olvido,El Día De Los Muertos,album,0.73,0.47,10.00,-4.77,0.04,0.41,0.00,0.06,0.93,105.96,209267.00
14623,Alfredo Olivas,En Definitiva,La Rueda De La Fortuna,album,0.68,0.67,9.00,-4.51,0.04,0.30,0.00,0.10,0.62,140.02,216267.00
14624,Alfredo Olivas,El Malo De Culiacán,Privilegio,album,0.72,0.48,5.00,-6.36,0.04,0.74,0.00,0.34,0.80,110.22,215640.00
14625,Alfredo Olivas,Sin Explicaciones,ALFA & OMEGA,album,0.63,0.65,7.00,-6.85,0.03,0.11,0.00,0.10,0.67,154.96,172547.00
14626,Alfredo Olivas,Antecedentes De Culpa,La Rueda De La Fortuna,album,0.66,0.79,5.00,-4.61,0.12,0.27,0.00,0.29,0.88,150.04,195493.00
14627,Alfredo Olivas,Vete,ALFA & OMEGA,album,0.63,0.71,5.00,-7.10,0.06,0.44,0.00,0.14,0.88,168.16,185240.00
14628,Prince Royce,Rechazame,Prince Royce,album,0.73,0.87,7.00,-1.95,0.03,0.07,0.00,0.07,0.93,130.02,223200.00
14629,Prince Royce,Corazón Sin Cara,Prince Royce,album,0.70,0.83,11.00,-3.14,0.03,0.05,0.00,0.11,0.96,127.10,211453.00
14630,Prince Royce,Sensualidad,Sensualidad,compilation,0.81,0.68,11.00,-6.27,0.10,0.42,0.00,0.10,0.68,140.01,297485.00
14631,Prince Royce,Te Espero,Te Espero,single,0.73,0.69,10.00,-5.08,0.03,0.35,0.00,0.04,0.83,126.94,246850.00
